date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:17:25	28527/28527	---M--	200	added ('OK')	image/jpeg	etag:%22854ce030610929ab458d77aa27275c48%22	https://uploads-ssl.webflow.com/61b0545303933b49307a5a2b/61b0545303933b38c77a5ad0_photo-1413977886085-3bbbf9a7cf6e.jpg	G:/HTTRack/Webflow%20Test/Webflow%20Test/61b0545303933b49307a5a2b/61b0545303933b38c77a5ad0_photo-1413977886085-3bbbf9a7cf6e.jpg	(from https://portopower.webflow.io/photos/city)
22:17:26	227084/227084	---M--	200	added ('OK')	image/jpeg	etag:%22243d0599e4fadab7e9674b0938f810e2%22	https://uploads-ssl.webflow.com/61b0545303933b49307a5a2b/61b0545303933b6a3d7a5aec_photo-1428184003419-4cfd6ab3d280.jpg	G:/HTTRack/Webflow%20Test/Webflow%20Test/61b0545303933b49307a5a2b/61b0545303933b6a3d7a5aec_photo-1428184003419-4cfd6ab3d280.jpg	(from https://portopower.webflow.io/photos/together)
22:17:26	286709/286709	---M--	200	added ('OK')	image/jpeg	etag:%22831ae9cb03b55f2b3b1254eeb3fc0fed%22	https://uploads-ssl.webflow.com/61b0545303933b49307a5a2b/61b0545303933bf11f7a5a7e_photo-1427955569621-3e494de2b1d2.jpg	G:/HTTRack/Webflow%20Test/Webflow%20Test/61b0545303933b49307a5a2b/61b0545303933bf11f7a5a7e_photo-1427955569621-3e494de2b1d2.jpg	(from https://portopower.webflow.io/photos/together)
22:17:27	101446/101446	---M--	200	added ('OK')	image/jpeg	etag:%225fabd5f45cf4765cc22bda06278c6d2f%22	https://uploads-ssl.webflow.com/61b0545303933b49307a5a2b/61b0545303933b36fd7a5a42_photo-1433268692728-cf766bc932ce.jpg	G:/HTTRack/Webflow%20Test/Webflow%20Test/61b0545303933b49307a5a2b/61b0545303933b36fd7a5a42_photo-1433268692728-cf766bc932ce.jpg	(from https://portopower.webflow.io/photos/coast)
22:17:27	258648/258648	---M--	200	added ('OK')	image/jpeg	etag:%22bcf3ff7d91e601e3ad60221b57dc056d%22	https://uploads-ssl.webflow.com/61b0545303933b49307a5a2b/61b0545303933bead27a5adb_photo-1432251407527-504a6b4174a2.jpg	G:/HTTRack/Webflow%20Test/Webflow%20Test/61b0545303933b49307a5a2b/61b0545303933bead27a5adb_photo-1432251407527-504a6b4174a2.jpg	(from https://portopower.webflow.io/photos/night)
22:17:27	118249/118249	---M--	200	added ('OK')	image/jpeg	etag:%22083dbb0718be3e8860443f7b0e067fb3%22	https://uploads-ssl.webflow.com/61b0545303933b49307a5a2b/61b0545303933b59c17a5ad4_photo-1433155327100-12aac6a14ff1.jpg	G:/HTTRack/Webflow%20Test/Webflow%20Test/61b0545303933b49307a5a2b/61b0545303933b59c17a5ad4_photo-1433155327100-12aac6a14ff1.jpg	(from https://portopower.webflow.io/photos/art)
22:17:27	48517/48517	---M--	200	added ('OK')	image/jpeg	etag:%221650f40d2cf1ee1bd31e8576f244cb86%22	https://uploads-ssl.webflow.com/61b0545303933b49307a5a2b/61b0545303933b56067a5a48_photo-1433890070408-084b6b305d72.jpg	G:/HTTRack/Webflow%20Test/Webflow%20Test/61b0545303933b49307a5a2b/61b0545303933b56067a5a48_photo-1433890070408-084b6b305d72.jpg	(from https://portopower.webflow.io/photos/art)
22:17:28	35869/35869	---M--	200	added ('OK')	image/jpeg	etag:%229d552cd2c275a0fd616f0c2a49745ea5%22	https://uploads-ssl.webflow.com/61b0545303933b49307a5a2b/61b0545303933bd32f7a5aa1_photo-1433245437947-a0595ee87118.jpg	G:/HTTRack/Webflow%20Test/Webflow%20Test/61b0545303933b49307a5a2b/61b0545303933bd32f7a5aa1_photo-1433245437947-a0595ee87118.jpg	(from https://portopower.webflow.io/photos/play)
22:17:28	173184/173184	---M--	200	added ('OK')	image/jpeg	etag:%22b94ad9f81412e4551d4b13ee6b083899%22	https://uploads-ssl.webflow.com/61b0545303933b49307a5a2b/61b0545303933b0ab87a5a41_photo-1436397543931-01c4a5162bdb.jpg	G:/HTTRack/Webflow%20Test/Webflow%20Test/61b0545303933b49307a5a2b/61b0545303933b0ab87a5a41_photo-1436397543931-01c4a5162bdb.jpg	(from https://portopower.webflow.io/photos/lift)
22:17:28	206846/206846	---M--	200	added ('OK')	image/jpeg	etag:%22f64c7866d492ca4214bbb2b453b61f79%22	https://uploads-ssl.webflow.com/61b0545303933b49307a5a2b/61b0545303933b6aab7a5a3f_photo-1441906363162-903afd0d3d52.jpg	G:/HTTRack/Webflow%20Test/Webflow%20Test/61b0545303933b49307a5a2b/61b0545303933b6aab7a5a3f_photo-1441906363162-903afd0d3d52.jpg	(from https://portopower.webflow.io/photos/dog)
